#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
EPHX2	PPARG	9606.ENSP00000430269	9606.ENSP00000287820	0	0	0	0	0.096	0.045	0	0.500	0.531
EPHX2	ESR2	9606.ENSP00000430269	9606.ENSP00000343925	0	0	0	0	0.047	0.045	0	0.465	0.470
EPHX2	PPARA	9606.ENSP00000430269	9606.ENSP00000385523	0	0	0	0	0.119	0.045	0	0.479	0.524
EPHX2	ESR1	9606.ENSP00000430269	9606.ENSP00000405330	0	0	0	0	0.052	0.045	0	0.492	0.501
EPHX2	LCK	9606.ENSP00000430269	9606.ENSP00000477713	0	0	0	0	0.072	0	0	0.401	0.420
ESR1	MAPK1	9606.ENSP00000405330	9606.ENSP00000215832	0	0	0	0	0	0.625	0.900	0.681	0.987
ESR1	MAPK14	9606.ENSP00000405330	9606.ENSP00000229795	0	0	0	0	0	0	0.900	0.561	0.954
ESR1	SLC6A4	9606.ENSP00000405330	9606.ENSP00000261707	0	0	0	0	0.044	0.045	0	0.399	0.404
ESR1	MAPK3	9606.ENSP00000405330	9606.ENSP00000263025	0	0	0	0	0	0	0.900	0.824	0.981
ESR1	KDR	9606.ENSP00000405330	9606.ENSP00000263923	0	0	0	0	0	0.045	0	0.687	0.688
ESR1	PIK3CA	9606.ENSP00000405330	9606.ENSP00000263967	0	0	0	0	0	0.510	0.400	0.817	0.941
ESR1	PAK1	9606.ENSP00000405330	9606.ENSP00000278568	0	0	0	0	0	0.516	0	0.310	0.652
ESR1	PPARG	9606.ENSP00000405330	9606.ENSP00000287820	0	0	0	0.604	0.059	0	0	0.790	0.794
ESR1	PLK1	9606.ENSP00000405330	9606.ENSP00000300093	0	0	0	0	0	0.045	0	0.418	0.420
ESR1	KLK1	9606.ENSP00000405330	9606.ENSP00000301420	0	0	0	0	0	0	0	0.446	0.446
ESR1	PRKDC	9606.ENSP00000405330	9606.ENSP00000313420	0	0	0	0	0	0.306	0	0.610	0.717
ESR1	MET	9606.ENSP00000405330	9606.ENSP00000317272	0	0	0	0	0.111	0.071	0	0.643	0.680
ESR1	GSK3B	9606.ENSP00000405330	9606.ENSP00000324806	0	0	0	0	0	0.071	0	0.618	0.629
ESR1	HSP90AA1	9606.ENSP00000405330	9606.ENSP00000335153	0	0	0	0	0.054	0.889	0.500	0.988	0.999
ESR1	MAOA	9606.ENSP00000405330	9606.ENSP00000340684	0	0	0	0	0.055	0.054	0	0.384	0.401
ESR1	PTK2	9606.ENSP00000405330	9606.ENSP00000341189	0	0	0	0	0.052	0	0.500	0.682	0.836
ESR1	ESR2	9606.ENSP00000405330	9606.ENSP00000343925	0	0	0.062	0.923	0.042	0.830	0.900	0.934	0.998
ESR1	PDE5A	9606.ENSP00000405330	9606.ENSP00000347046	0	0	0	0	0	0	0	0.542	0.542
ESR1	RET	9606.ENSP00000405330	9606.ENSP00000347942	0	0	0	0	0.083	0.045	0	0.654	0.670
ESR1	MTOR	9606.ENSP00000405330	9606.ENSP00000354558	0	0	0	0	0	0.292	0	0.655	0.745
ESR1	PTGS1	9606.ENSP00000405330	9606.ENSP00000354612	0	0	0	0	0.047	0	0	0.450	0.453
ESR1	PLAU	9606.ENSP00000405330	9606.ENSP00000361850	0	0	0	0	0	0	0	0.476	0.476
ESR1	SRC	9606.ENSP00000405330	9606.ENSP00000362680	0	0	0	0	0	0.925	0.900	0.996	0.999
ESR1	PRKCZ	9606.ENSP00000405330	9606.ENSP00000367830	0	0	0	0	0	0.314	0	0.226	0.446
ESR1	RPS6KA3	9606.ENSP00000405330	9606.ENSP00000368884	0	0	0	0	0.055	0.292	0	0.588	0.700
ESR1	JAK2	9606.ENSP00000405330	9606.ENSP00000371067	0	0	0	0	0.060	0.071	0	0.513	0.538
ESR1	MAPK8	9606.ENSP00000405330	9606.ENSP00000378974	0	0	0	0	0	0	0.900	0.659	0.964
ESR1	KDM1A	9606.ENSP00000405330	9606.ENSP00000383042	0	0	0	0	0	0.338	0.500	0.895	0.962
ESR1	PPARA	9606.ENSP00000405330	9606.ENSP00000385523	0	0	0	0.602	0.059	0	0	0.610	0.618
ESR1	FGFR1	9606.ENSP00000405330	9606.ENSP00000393312	0	0	0	0	0	0.045	0	0.553	0.555
ESR1	OPRM1	9606.ENSP00000405330	9606.ENSP00000394624	0	0	0	0	0.049	0	0	0.615	0.618
ESR1	LCK	9606.ENSP00000405330	9606.ENSP00000477713	0	0	0	0	0	0.071	0	0.542	0.557
ESR1	PTPN11	9606.ENSP00000405330	9606.ENSP00000489597	0	0	0	0	0.055	0.064	0	0.558	0.574
ESR1	NTRK1	9606.ENSP00000405330	9606.ENSP00000431418	0	0	0	0	0	0.071	0	0.711	0.720
ESR2	MAPK1	9606.ENSP00000343925	9606.ENSP00000215832	0	0	0	0	0	0.292	0.900	0.332	0.948
ESR2	SLC6A2	9606.ENSP00000343925	9606.ENSP00000219833	0	0	0	0	0.042	0.045	0	0.438	0.440
ESR2	MAPK14	9606.ENSP00000343925	9606.ENSP00000229795	0	0	0	0	0	0	0.900	0.247	0.921
ESR2	MAPK3	9606.ENSP00000343925	9606.ENSP00000263025	0	0	0	0	0	0	0.900	0.577	0.955
ESR2	KDR	9606.ENSP00000343925	9606.ENSP00000263923	0	0	0	0	0	0.045	0	0.571	0.573
ESR2	PIK3CA	9606.ENSP00000343925	9606.ENSP00000263967	0	0	0	0	0	0	0.400	0.322	0.575
ESR2	PPARG	9606.ENSP00000343925	9606.ENSP00000287820	0	0	0	0.583	0.059	0	0	0.533	0.542
ESR2	GSK3B	9606.ENSP00000343925	9606.ENSP00000324806	0	0	0	0	0	0.071	0	0.636	0.648
ESR2	HSP90AA1	9606.ENSP00000343925	9606.ENSP00000335153	0	0	0	0	0.054	0.379	0.500	0.653	0.884
ESR2	PTK2	9606.ENSP00000343925	9606.ENSP00000341189	0	0	0	0	0.052	0	0.500	0.202	0.588
ESR2	PPARA	9606.ENSP00000343925	9606.ENSP00000385523	0	0	0	0.591	0.059	0	0	0.425	0.435
ESR2	LCK	9606.ENSP00000343925	9606.ENSP00000477713	0	0	0	0	0	0.071	0	0.422	0.440
ESR2	MAPK8	9606.ENSP00000343925	9606.ENSP00000378974	0	0	0	0	0	0	0.900	0.269	0.923
ESR2	SRC	9606.ENSP00000343925	9606.ENSP00000362680	0	0	0	0	0	0.629	0.900	0.889	0.995
F10	KLKB1	9606.ENSP00000364709	9606.ENSP00000264690	0	0	0.185	0.669	0.142	0.071	0.540	0.221	0.725
F10	F2	9606.ENSP00000364709	9606.ENSP00000308541	0	0	0.125	0.755	0.209	0.930	0.750	0.972	0.999
F10	PLAU	9606.ENSP00000364709	9606.ENSP00000361850	0	0	0.215	0.641	0	0	0.540	0.182	0.679
F10	F7	9606.ENSP00000364709	9606.ENSP00000364731	0	0	0.093	0.894	0.408	0.292	0.900	0.744	0.988
F2	KLKB1	9606.ENSP00000308541	9606.ENSP00000264690	0	0	0.117	0.627	0.114	0.053	0.540	0.280	0.710
F2	LCK	9606.ENSP00000308541	9606.ENSP00000477713	0	0	0	0	0.057	0.096	0	0.358	0.405
F2	RET	9606.ENSP00000308541	9606.ENSP00000347942	0	0	0	0	0	0	0	0.423	0.423
F2	GRK2	9606.ENSP00000308541	9606.ENSP00000312262	0	0	0	0	0	0	0.500	0.052	0.505
F2	JAK2	9606.ENSP00000308541	9606.ENSP00000371067	0	0	0	0	0	0.096	0	0.573	0.597
F2	PLAU	9606.ENSP00000308541	9606.ENSP00000361850	0	0	0.164	0.641	0	0	0.540	0.198	0.664
F2	F7	9606.ENSP00000308541	9606.ENSP00000364731	0	0	0.147	0.698	0.192	0	0.540	0.794	0.926
F7	KLKB1	9606.ENSP00000364731	9606.ENSP00000264690	0	0	0.173	0.714	0.114	0.071	0.540	0.161	0.690
F7	PLAU	9606.ENSP00000364731	9606.ENSP00000361850	0	0	0.213	0.645	0	0	0.540	0.182	0.678
FGFR1	MAPK1	9606.ENSP00000393312	9606.ENSP00000215832	0	0	0	0.588	0	0	0.400	0.195	0.496
FGFR1	MAPK3	9606.ENSP00000393312	9606.ENSP00000263025	0	0	0	0.587	0	0	0.400	0.270	0.543
FGFR1	KDR	9606.ENSP00000393312	9606.ENSP00000263923	0	0	0	0.747	0.068	0.091	0	0.654	0.681
FGFR1	PIK3CA	9606.ENSP00000393312	9606.ENSP00000263967	0	0	0	0	0	0.087	0.900	0.777	0.977
FGFR1	HSP90AA1	9606.ENSP00000393312	9606.ENSP00000335153	0	0	0	0	0	0.439	0	0.556	0.740
FGFR1	PTK2	9606.ENSP00000393312	9606.ENSP00000341189	0	0	0	0.620	0.074	0.092	0	0.501	0.544
FGFR1	RET	9606.ENSP00000393312	9606.ENSP00000347942	0	0	0	0.735	0	0.099	0	0.500	0.530
FGFR1	MTOR	9606.ENSP00000393312	9606.ENSP00000354558	0	0	0	0	0	0	0	0.450	0.450
FGFR1	PTGS1	9606.ENSP00000393312	9606.ENSP00000354612	0	0	0	0	0.045	0	0	0.446	0.448
FGFR1	SRC	9606.ENSP00000393312	9606.ENSP00000362680	0	0	0	0.697	0	0.357	0	0.523	0.680
FGFR1	PIK3CD	9606.ENSP00000393312	9606.ENSP00000366563	0	0	0	0	0	0.087	0.900	0.235	0.924
FGFR1	RPS6KA3	9606.ENSP00000393312	9606.ENSP00000368884	0	0	0	0.567	0.043	0.692	0	0.560	0.859
FGFR1	JAK2	9606.ENSP00000393312	9606.ENSP00000371067	0	0	0	0.606	0	0.316	0	0.260	0.472
FGFR1	IDH1	9606.ENSP00000393312	9606.ENSP00000390265	0	0	0	0	0	0	0	0.611	0.611
FGFR1	NTRK1	9606.ENSP00000393312	9606.ENSP00000431418	0	0	0	0.653	0	0.099	0	0.500	0.530
FGFR1	PTPN11	9606.ENSP00000393312	9606.ENSP00000489597	0	0	0	0	0.060	0.190	0.400	0.602	0.794
FGFR1	LDHA	9606.ENSP00000393312	9606.ENSP00000445175	0	0	0	0	0	0.292	0	0.750	0.815
FGFR1	PIK3CB	9606.ENSP00000393312	9606.ENSP00000501150	0	0	0	0	0	0.087	0.900	0.334	0.933
FLT3	MAPK14	9606.ENSP00000241453	9606.ENSP00000229795	0	0	0	0.573	0.060	0	0	0.441	0.452
FLT3	PIK3CG	9606.ENSP00000241453	9606.ENSP00000419260	0	0	0	0	0.074	0.098	0	0.348	0.408
FLT3	JAK2	9606.ENSP00000241453	9606.ENSP00000371067	0	0	0	0.567	0.074	0.074	0	0.384	0.426
FLT3	MAPK8	9606.ENSP00000241453	9606.ENSP00000378974	0	0	0	0.565	0.042	0.099	0	0.424	0.459
FLT3	MTOR	9606.ENSP00000241453	9606.ENSP00000354558	0	0	0	0	0	0	0	0.479	0.479
FLT3	MET	9606.ENSP00000241453	9606.ENSP00000317272	0	0	0	0.581	0	0.092	0	0.478	0.506
FLT3	NTRK1	9606.ENSP00000241453	9606.ENSP00000431418	0	0	0	0.613	0	0.074	0	0.531	0.547
FLT3	HSP90AA1	9606.ENSP00000241453	9606.ENSP00000335153	0	0	0	0	0	0.313	0	0.446	0.603
FLT3	SRC	9606.ENSP00000241453	9606.ENSP00000362680	0	0	0	0.669	0.050	0.328	0	0.494	0.649
FLT3	LCK	9606.ENSP00000241453	9606.ENSP00000477713	0	0	0	0.686	0.050	0.230	0.400	0.523	0.762
FLT3	IDH1	9606.ENSP00000241453	9606.ENSP00000390265	0	0	0	0	0	0	0	0.814	0.814
FLT3	PTPN11	9606.ENSP00000241453	9606.ENSP00000489597	0	0	0	0	0.060	0.389	0.400	0.717	0.889
FLT3	PIK3CB	9606.ENSP00000241453	9606.ENSP00000501150	0	0	0	0	0	0.098	0.900	0.290	0.930
FLT3	PIK3CD	9606.ENSP00000241453	9606.ENSP00000366563	0	0	0	0	0.062	0.098	0.900	0.380	0.940
FLT3	PIK3CA	9606.ENSP00000241453	9606.ENSP00000263967	0	0	0	0	0	0.098	0.900	0.572	0.958
GRK2	MAPK3	9606.ENSP00000312262	9606.ENSP00000263025	0	0	0	0.588	0.056	0	0	0.494	0.501
GRK2	PIK3CG	9606.ENSP00000312262	9606.ENSP00000419260	0	0	0	0	0.043	0.091	0	0.370	0.404
GRK2	SRC	9606.ENSP00000312262	9606.ENSP00000362680	0	0	0	0	0.048	0.296	0	0.447	0.597
GRK2	OPRM1	9606.ENSP00000312262	9606.ENSP00000394624	0	0	0	0	0	0.097	0.900	0.506	0.951
GSK3A	MAPK1	9606.ENSP00000222330	9606.ENSP00000215832	0	0	0	0.766	0.067	0.110	0	0.443	0.497
GSK3A	MAPK3	9606.ENSP00000222330	9606.ENSP00000263025	0	0	0	0.763	0.242	0.110	0	0.223	0.430
GSK3A	PRKDC	9606.ENSP00000222330	9606.ENSP00000313420	0	0	0	0	0.063	0.315	0	0.187	0.434
GSK3A	SRC	9606.ENSP00000222330	9606.ENSP00000362680	0	0	0	0.560	0.067	0.070	0	0.436	0.467
GSK3A	HSP90AA1	9606.ENSP00000222330	9606.ENSP00000335153	0	0	0	0	0.058	0.286	0	0.303	0.490
GSK3A	PIK3CB	9606.ENSP00000222330	9606.ENSP00000501150	0	0	0	0	0.049	0.069	0	0.537	0.554
GSK3A	MTOR	9606.ENSP00000222330	9606.ENSP00000354558	0	0	0	0	0.122	0.073	0	0.584	0.632
GSK3A	GSK3B	9606.ENSP00000222330	9606.ENSP00000324806	0	0	0.054	0.973	0.097	0.783	0.900	0.104	0.980
GSK3B	MAPK1	9606.ENSP00000324806	9606.ENSP00000215832	0	0	0	0.766	0.327	0.342	0	0.464	0.742
GSK3B	MAPK14	9606.ENSP00000324806	9606.ENSP00000229795	0	0	0	0.739	0.113	0.110	0	0.564	0.626
GSK3B	PIK3CA	9606.ENSP00000324806	9606.ENSP00000263967	0	0	0	0	0.199	0.069	0	0.544	0.630
GSK3B	PPARG	9606.ENSP00000324806	9606.ENSP00000287820	0	0	0	0	0	0.071	0	0.622	0.634
GSK3B	PPARD	9606.ENSP00000324806	9606.ENSP00000310928	0	0	0	0	0.049	0.071	0	0.416	0.439
GSK3B	PRKDC	9606.ENSP00000324806	9606.ENSP00000313420	0	0	0	0	0.068	0.315	0	0.336	0.540
GSK3B	MET	9606.ENSP00000324806	9606.ENSP00000317272	0	0	0	0	0	0.188	0	0.475	0.555
GSK3B	PDE4D	9606.ENSP00000324806	9606.ENSP00000345502	0	0	0	0	0	0.292	0	0.202	0.410
GSK3B	MAOA	9606.ENSP00000324806	9606.ENSP00000340684	0	0	0	0	0	0.047	0	0.412	0.416
GSK3B	PIK3CD	9606.ENSP00000324806	9606.ENSP00000366563	0	0	0	0	0.042	0.069	0	0.410	0.428
GSK3B	PIK3CB	9606.ENSP00000324806	9606.ENSP00000501150	0	0	0	0	0.060	0.069	0	0.433	0.460
GSK3B	NTRK1	9606.ENSP00000324806	9606.ENSP00000431418	0	0	0	0	0	0.071	0	0.447	0.464
GSK3B	PIK3CG	9606.ENSP00000324806	9606.ENSP00000419260	0	0	0	0	0	0.069	0	0.452	0.468
GSK3B	PPARA	9606.ENSP00000324806	9606.ENSP00000385523	0	0	0	0	0	0.071	0	0.481	0.498
GSK3B	JAK2	9606.ENSP00000324806	9606.ENSP00000371067	0	0	0	0.590	0.067	0.067	0	0.483	0.510
GSK3B	LCK	9606.ENSP00000324806	9606.ENSP00000477713	0	0	0	0	0.054	0.070	0	0.497	0.518
GSK3B	KDM1A	9606.ENSP00000324806	9606.ENSP00000383042	0	0	0	0	0.060	0.296	0	0.338	0.524
GSK3B	PTPN11	9606.ENSP00000324806	9606.ENSP00000489597	0	0	0	0	0.056	0.271	0	0.376	0.533
GSK3B	RPS6KA3	9606.ENSP00000324806	9606.ENSP00000368884	0	0	0	0.624	0.049	0.095	0	0.506	0.537
GSK3B	PDE4B	9606.ENSP00000324806	9606.ENSP00000342637	0	0	0	0	0	0	0	0.634	0.634
GSK3B	PTK2	9606.ENSP00000324806	9606.ENSP00000341189	0	0	0	0.572	0.049	0.331	0	0.504	0.656
GSK3B	MTOR	9606.ENSP00000324806	9606.ENSP00000354558	0	0	0	0	0.135	0.095	0	0.746	0.784
GSK3B	SRC	9606.ENSP00000324806	9606.ENSP00000362680	0	0	0	0	0.044	0.070	0	0.863	0.867
GSK3B	PRKCZ	9606.ENSP00000324806	9606.ENSP00000367830	0	0	0	0.583	0.042	0.420	0.900	0.294	0.955
GSK3B	HSP90AA1	9606.ENSP00000324806	9606.ENSP00000335153	0	0	0	0	0.054	0.639	0	0.887	0.958
HSP90AA1	MAPK1	9606.ENSP00000335153	9606.ENSP00000215832	0	0	0	0	0.057	0.113	0.400	0.897	0.941
HSP90AA1	MAPK14	9606.ENSP00000335153	9606.ENSP00000229795	0	0	0	0	0.052	0.197	0	0.465	0.558
HSP90AA1	MAPK3	9606.ENSP00000335153	9606.ENSP00000263025	0	0	0	0	0.055	0.259	0.400	0.628	0.823
HSP90AA1	KDR	9606.ENSP00000335153	9606.ENSP00000263923	0	0	0	0	0	0.313	0.500	0.878	0.954
HSP90AA1	PIK3CA	9606.ENSP00000335153	9606.ENSP00000263967	0	0	0	0	0.049	0	0.500	0.686	0.837
HSP90AA1	PAK1	9606.ENSP00000335153	9606.ENSP00000278568	0	0	0	0	0.042	0.177	0.500	0.188	0.637
HSP90AA1	PPARG	9606.ENSP00000335153	9606.ENSP00000287820	0	0	0	0	0.054	0.164	0	0.645	0.695
HSP90AA1	PLK1	9606.ENSP00000335153	9606.ENSP00000300093	0	0	0	0	0.094	0.141	0.800	0.757	0.957
HSP90AA1	PPARD	9606.ENSP00000335153	9606.ENSP00000310928	0	0	0	0	0.054	0.411	0	0.223	0.530
HSP90AA1	PRKDC	9606.ENSP00000335153	9606.ENSP00000313420	0	0	0	0	0.091	0.208	0	0.659	0.733
HSP90AA1	MET	9606.ENSP00000335153	9606.ENSP00000317272	0	0	0	0	0.047	0.558	0	0.494	0.768
HSP90AA1	KDM1A	9606.ENSP00000335153	9606.ENSP00000383042	0	0	0	0	0.091	0.094	0	0.336	0.405
HSP90AA1	JAK3	9606.ENSP00000335153	9606.ENSP00000432511	0	0	0	0	0.082	0.213	0	0.252	0.413
HSP90AA1	PRKCZ	9606.ENSP00000335153	9606.ENSP00000367830	0	0	0	0	0	0.290	0	0.214	0.418
HSP90AA1	TYK2	9606.ENSP00000335153	9606.ENSP00000431885	0	0	0	0	0.084	0.223	0	0.294	0.454
HSP90AA1	PLAU	9606.ENSP00000335153	9606.ENSP00000361850	0	0	0	0	0.079	0	0	0.431	0.454
HSP90AA1	MAOA	9606.ENSP00000335153	9606.ENSP00000340684	0	0	0	0	0.051	0.091	0	0.425	0.461
HSP90AA1	JAK1	9606.ENSP00000335153	9606.ENSP00000499900	0	0	0	0	0.087	0.223	0	0.372	0.516
HSP90AA1	RET	9606.ENSP00000335153	9606.ENSP00000347942	0	0	0	0	0	0.164	0	0.473	0.540
HSP90AA1	PIK3CG	9606.ENSP00000335153	9606.ENSP00000419260	0	0	0	0	0	0	0	0.547	0.547
HSP90AA1	LDHA	9606.ENSP00000335153	9606.ENSP00000445175	0	0	0	0	0.218	0.132	0	0.444	0.590
HSP90AA1	NTRK1	9606.ENSP00000335153	9606.ENSP00000431418	0	0	0	0	0	0.474	0	0.367	0.653
HSP90AA1	PTK2	9606.ENSP00000335153	9606.ENSP00000341189	0	0	0	0	0.044	0.138	0.500	0.393	0.716
HSP90AA1	MAPK8	9606.ENSP00000335153	9606.ENSP00000378974	0	0	0	0	0.049	0.292	0	0.635	0.732
HSP90AA1	JAK2	9606.ENSP00000335153	9606.ENSP00000371067	0	0	0	0	0.082	0.362	0	0.672	0.791
HSP90AA1	PPARA	9606.ENSP00000335153	9606.ENSP00000385523	0	0	0	0	0.054	0.538	0	0.603	0.811
HSP90AA1	LCK	9606.ENSP00000335153	9606.ENSP00000477713	0	0	0	0	0.056	0.659	0	0.525	0.834
HSP90AA1	MTOR	9606.ENSP00000335153	9606.ENSP00000354558	0	0	0	0	0.095	0.994	0	0.794	0.998
HSP90AA1	SRC	9606.ENSP00000335153	9606.ENSP00000362680	0	0	0	0	0.042	0.799	0.800	0.994	0.999
IDH1	KDR	9606.ENSP00000390265	9606.ENSP00000263923	0	0	0	0	0	0	0	0.460	0.460
IDH1	PIK3CA	9606.ENSP00000390265	9606.ENSP00000263967	0	0	0	0	0	0	0	0.713	0.713
IDH1	RET	9606.ENSP00000390265	9606.ENSP00000347942	0	0	0	0	0	0	0	0.590	0.590
IDH1	MTOR	9606.ENSP00000390265	9606.ENSP00000354558	0	0	0	0	0.061	0.058	0	0.472	0.492
IDH1	SRC	9606.ENSP00000390265	9606.ENSP00000362680	0	0	0	0	0	0	0	0.460	0.460
IDH1	JAK2	9606.ENSP00000390265	9606.ENSP00000371067	0	0	0	0	0.049	0	0	0.676	0.679
IDH1	KDM1A	9606.ENSP00000390265	9606.ENSP00000383042	0	0	0	0	0.073	0	0	0.417	0.437
IDH1	NTRK1	9606.ENSP00000390265	9606.ENSP00000431418	0	0	0	0	0	0.060	0	0.421	0.432
IDH1	JAK3	9606.ENSP00000390265	9606.ENSP00000432511	0	0	0	0	0	0	0	0.522	0.522
IDH1	PTPN11	9606.ENSP00000390265	9606.ENSP00000489597	0	0	0	0	0.042	0	0	0.647	0.647
IDH1	LDHA	9606.ENSP00000390265	9606.ENSP00000445175	0.061	0	0	0	0.415	0.147	0	0.673	0.826
IDO1	SLC6A4	9606.ENSP00000430950	9606.ENSP00000261707	0	0	0	0	0.099	0	0	0.376	0.414
IDO1	PPARG	9606.ENSP00000430950	9606.ENSP00000287820	0	0	0	0	0.102	0	0	0.371	0.411
IDO1	MAOA	9606.ENSP00000430950	9606.ENSP00000340684	0	0	0	0	0	0	0.900	0.419	0.939
IDO1	MTOR	9606.ENSP00000430950	9606.ENSP00000354558	0	0	0	0	0	0	0	0.475	0.475
IDO1	JAK2	9606.ENSP00000430950	9606.ENSP00000371067	0	0	0	0	0.154	0	0	0.434	0.500
IDO1	JAK1	9606.ENSP00000430950	9606.ENSP00000499900	0	0	0	0	0.055	0	0	0.447	0.455
IDO1	PTPN11	9606.ENSP00000430950	9606.ENSP00000489597	0	0	0	0	0.067	0.095	0	0.586	0.619
JAK1	MAPK1	9606.ENSP00000499900	9606.ENSP00000215832	0	0	0	0.607	0.130	0.110	0.400	0.516	0.745
JAK1	MAPK3	9606.ENSP00000499900	9606.ENSP00000263025	0	0	0	0.599	0.093	0.110	0.400	0.261	0.594
JAK1	KDR	9606.ENSP00000499900	9606.ENSP00000263923	0	0	0	0.565	0.055	0.074	0.900	0.474	0.947
JAK1	PIK3CA	9606.ENSP00000499900	9606.ENSP00000263967	0	0	0	0	0.068	0.069	0.900	0.690	0.969
JAK1	MET	9606.ENSP00000499900	9606.ENSP00000317272	0	0	0	0.571	0.049	0.071	0.900	0.174	0.917
JAK1	MTOR	9606.ENSP00000499900	9606.ENSP00000354558	0	0	0	0	0.056	0.073	0	0.650	0.667
JAK1	PIK3CD	9606.ENSP00000499900	9606.ENSP00000366563	0	0	0	0	0.103	0.069	0.900	0.420	0.945
JAK1	JAK2	9606.ENSP00000499900	9606.ENSP00000371067	0	0	0	0.908	0.113	0.510	0.900	0.982	0.999
JAK1	TYK2	9606.ENSP00000499900	9606.ENSP00000431885	0	0	0.070	0.923	0.049	0.292	0.900	0.983	0.998
JAK1	JAK3	9606.ENSP00000499900	9606.ENSP00000432511	0	0	0	0.888	0.057	0.510	0.900	0.983	0.999
JAK1	LCK	9606.ENSP00000499900	9606.ENSP00000477713	0	0	0	0.675	0.056	0.045	0.400	0.461	0.669
JAK1	PTPN11	9606.ENSP00000499900	9606.ENSP00000489597	0	0	0	0	0.082	0.750	0.900	0.772	0.994
JAK1	PIK3CB	9606.ENSP00000499900	9606.ENSP00000501150	0	0	0	0	0.133	0.069	0.900	0.267	0.933
JAK2	MAPK1	9606.ENSP00000371067	9606.ENSP00000215832	0	0	0	0.605	0.112	0.110	0.500	0.540	0.794
JAK2	MAPK3	9606.ENSP00000371067	9606.ENSP00000263025	0	0	0	0.602	0.086	0.110	0.500	0.531	0.783
JAK2	KDR	9606.ENSP00000371067	9606.ENSP00000263923	0	0	0	0.563	0.055	0.074	0.900	0.260	0.926
JAK2	PIK3CA	9606.ENSP00000371067	9606.ENSP00000263967	0	0	0	0	0.263	0.069	0.900	0.754	0.980
JAK2	PAK1	9606.ENSP00000371067	9606.ENSP00000278568	0	0	0	0.576	0.138	0.071	0	0.430	0.504
JAK2	PPARG	9606.ENSP00000371067	9606.ENSP00000287820	0	0	0	0	0.086	0.071	0	0.663	0.689
JAK2	PRKCI	9606.ENSP00000371067	9606.ENSP00000295797	0	0	0	0.559	0	0.072	0	0.389	0.408
JAK2	MET	9606.ENSP00000371067	9606.ENSP00000317272	0	0	0	0.574	0.049	0.071	0.900	0.209	0.920
JAK2	PTK2	9606.ENSP00000371067	9606.ENSP00000341189	0	0	0	0.578	0.087	0.537	0.900	0.213	0.962
JAK2	MTOR	9606.ENSP00000371067	9606.ENSP00000354558	0	0	0	0	0.049	0.073	0	0.731	0.742
JAK2	SRC	9606.ENSP00000371067	9606.ENSP00000362680	0	0	0	0.633	0.099	0.299	0.400	0.809	0.917
JAK2	PIK3CD	9606.ENSP00000371067	9606.ENSP00000366563	0	0	0	0	0.064	0.069	0.900	0.375	0.938
JAK2	MAPK8	9606.ENSP00000371067	9606.ENSP00000378974	0	0	0	0.571	0.049	0.091	0	0.488	0.518
JAK2	LCK	9606.ENSP00000371067	9606.ENSP00000477713	0	0	0	0.661	0.085	0.045	0.500	0.206	0.606
JAK2	PIK3CG	9606.ENSP00000371067	9606.ENSP00000419260	0	0	0	0	0.078	0.069	0.500	0.413	0.714
JAK2	PIK3CB	9606.ENSP00000371067	9606.ENSP00000501150	0	0	0	0	0.091	0.069	0.900	0.324	0.935
JAK2	JAK3	9606.ENSP00000371067	9606.ENSP00000432511	0	0	0.057	0.941	0.045	0.292	0.900	0.681	0.975
JAK2	TYK2	9606.ENSP00000371067	9606.ENSP00000431885	0	0	0.071	0.877	0.089	0.292	0.800	0.982	0.997
JAK2	PTPN11	9606.ENSP00000371067	9606.ENSP00000489597	0	0	0	0	0.075	0.750	0.900	0.947	0.998
JAK3	MAPK14	9606.ENSP00000432511	9606.ENSP00000229795	0	0	0	0.597	0.073	0.110	0	0.499	0.551
JAK3	PIK3CA	9606.ENSP00000432511	9606.ENSP00000263967	0	0	0	0	0.048	0.069	0.900	0.675	0.967
JAK3	MTOR	9606.ENSP00000432511	9606.ENSP00000354558	0	0	0	0	0	0.073	0	0.588	0.602
JAK3	PIK3CD	9606.ENSP00000432511	9606.ENSP00000366563	0	0	0	0	0.114	0.069	0.900	0.326	0.937
JAK3	PPARA	9606.ENSP00000432511	9606.ENSP00000385523	0	0	0	0	0.055	0.071	0	0.421	0.447
JAK3	TYK2	9606.ENSP00000432511	9606.ENSP00000431885	0	0	0.066	0.866	0.085	0.292	0	0.864	0.906
JAK3	LCK	9606.ENSP00000432511	9606.ENSP00000477713	0	0	0	0.673	0.159	0.045	0.400	0.730	0.852
JAK3	PIK3CB	9606.ENSP00000432511	9606.ENSP00000501150	0	0	0	0	0.048	0.069	0.900	0.242	0.923
JAK3	PTPN11	9606.ENSP00000432511	9606.ENSP00000489597	0	0	0	0	0.075	0.097	0.900	0.608	0.962
KDM1A	PPARG	9606.ENSP00000383042	9606.ENSP00000287820	0	0	0	0	0	0.054	0.500	0.306	0.643
KDM1A	PRKDC	9606.ENSP00000383042	9606.ENSP00000313420	0	0	0	0	0.100	0	0.900	0.181	0.919
KDR	MAPK1	9606.ENSP00000263923	9606.ENSP00000215832	0	0	0	0.601	0	0.295	0	0.189	0.404
